time,lat,lon,elevation,accuracy,bearing,speed
2015-01-23T18:47:45Z,60.221186,24.990862,57.599998,14.000000,32.900002,14.250000
2015-01-23T18:47:47Z,60.220605,24.990171,0.000000,45.000000,0.000000,0.000000
2015-01-23T18:47:50Z,60.221661,24.991794,58.000000,16.000000,51.400002,16.500000
2015-01-23T18:47:53Z,60.221915,24.992612,58.500000,22.000000,58.200001,17.750000
2015-01-23T18:47:56Z,60.222198,24.993118,57.599998,26.000000,47.500000,14.250000
2015-01-23T18:47:59Z,60.222433,24.993552,58.599998,28.000000,45.000000,13.750000
2015-01-23T18:48:02Z,60.222693,24.994072,58.700001,28.000000,44.799999,13.750000
2015-01-23T18:48:05Z,60.223053,24.994561,59.000000,30.000000,36.700001,14.250000
2015-01-23T18:48:08Z,60.223433,24.994884,59.000000,24.000000,31.600000,14.750000
2015-01-23T18:48:11Z,60.223758,24.995126,59.400002,16.000000,24.299999,13.000000
2015-01-23T18:48:14Z,60.224086,24.995410,58.700001,12.000000,29.400000,12.750000
2015-01-23T18:48:16Z,60.224030,24.995658,0.000000,33.000000,0.000000,0.000000
2015-01-23T18:48:19Z,60.224576,24.996081,54.700001,12.000000,27.799999,12.750000
2015-01-23T18:48:22Z,60.224833,24.996517,54.599998,12.000000,39.900002,13.250000
2015-01-23T18:48:24Z,60.224674,24.995118,0.000000,534.000000,0.000000,0.000000
2015-01-23T18:48:27Z,60.225326,24.997416,56.299999,12.000000,41.799999,15.000000
2015-01-23T18:48:30Z,60.224674,24.995118,0.000000,534.000000,0.000000,0.000000
2015-01-23T18:48:32Z,60.225811,24.998432,57.099998,12.000000,50.000000,15.500000
2015-01-23T18:48:35Z,60.226099,24.999074,57.299999,12.000000,48.599998,15.500000
2015-01-23T18:48:38Z,60.226387,24.999589,57.000000,11.000000,47.900002,14.750000
2015-01-23T18:48:40Z,60.224696,24.995221,0.000000,534.000000,0.000000,0.000000
2015-01-23T18:48:43Z,60.226788,25.000581,55.400002,12.000000,55.599998,14.000000
2015-01-23T18:48:46Z,60.227006,25.001208,55.099998,11.000000,60.700001,14.000000
2015-01-23T18:48:49Z,60.227177,25.001847,52.700001,10.000000,64.300003,13.250000
2015-01-23T18:48:52Z,60.227278,25.002503,50.200001,10.000000,74.800003,13.000000
2015-01-23T18:48:54Z,60.227211,25.000198,0.000000,26.000000,0.000000,0.000000
2015-01-23T18:48:57Z,60.227322,25.003555,48.200001,11.000000,90.000000,11.750000
2015-01-23T18:48:59Z,60.227176,25.003970,39.400002,9.000000,105.900002,12.000000
2015-01-23T18:49:02Z,60.227043,25.004640,35.000000,10.000000,112.900002,13.500000
2015-01-23T18:49:04Z,60.226956,25.005099,29.600000,10.000000,115.199997,13.000000
2015-01-23T18:49:07Z,60.226802,25.005722,23.200001,5.000000,116.199997,12.250000
2015-01-23T18:49:10Z,60.226559,25.006305,21.100000,4.000000,126.400002,13.500000
2015-01-23T18:49:12Z,60.226885,25.002842,0.000000,40.500000,0.000000,0.000000
2015-01-23T18:49:15Z,60.226236,25.007151,19.700001,4.000000,127.300003,11.500000
2015-01-23T18:49:17Z,60.225355,25.011556,0.000000,725.000000,0.000000,0.000000
2015-01-23T18:49:20Z,60.225975,25.007840,19.600000,4.000000,126.199997,8.250000
2015-01-23T18:49:23Z,60.225876,25.008096,17.200001,3.000000,129.699997,4.250000
